order_id,metro_id,store_id,customer_id,created_at
14199137,1,1,63382,2019-01-21 19:09:15.873106
14197864,1,1,115598,2019-01-21 18:46:50.972108
14354994,1,1,63,2019-01-26 18:48:48.504081
14351041,1,1,54033,2019-01-26 17:36:26.535466
14115621,1,1,92440,2019-01-19 17:26:55.535125
14317993,1,1,955361,2019-01-25 18:17:26.149715
14150635,1,1,2030374,2019-01-20 16:57:07.583539
13973827,1,1,1798216,2019-01-14 22:50:13.332392
14125654,20,1,1686193,2019-01-19 20:52:16.289011
14235966,1,1,92003,2019-01-22 20:25:55.627058
14354309,1,1,1230115,2019-01-26 18:36:31.609314
14349968,1,1,15479,2019-01-26 17:17:08.302651
14423950,1,1,24531,2019-01-27 23:25:05.526534
13660007,1,1,271046,2019-01-05 21:39:58.266192
14428513,1,1,43016,2019-01-28 01:40:20.731869
13641198,1,1,1112376,2019-01-05 15:00:58.652072
14003879,1,1,735493,2019-01-15 23:19:26.710294
14122318,1,1,2025689,2019-01-19 19:41:17.165225
14365618,1,1,1228582,2019-01-26 22:09:12.339367
14460300,1,1,1325946,2019-01-29 00:50:06.988284
14484942,1,1,330456,2019-01-29 22:16:25.379981
14125367,1,1,1348,2019-01-19 20:46:29.235416
14236560,1,1,534980,2019-01-22 20:40:47.473446
14127647,1,1,238646,2019-01-19 21:38:18.234569
14222165,1,1,599926,2019-01-22 14:16:31.047744
14350992,1,1,537324,2019-01-26 17:35:34.938381
14170001,1,1,799080,2019-01-20 21:55:27.238163
13891586,1,1,372871,2019-01-12 22:34:20.008825
14424218,1,1,787687,2019-01-27 23:30:45.356028
14309607,1,1,292,2019-01-25 14:43:25.052973
14123437,1,1,1958192,2019-01-19 20:04:28.356737
14114313,20,1,1818514,2019-01-19 17:00:03.766632
14238810,1,1,90966,2019-01-22 21:35:58.244262
14057294,1,1,984,2019-01-17 21:31:14.405654
13574288,1,1,759272,2019-01-03 01:25:54.555924
13914123,1,1,5306,2019-01-13 16:54:19.610539
14152908,1,1,2030177,2019-01-20 17:31:58.622682
14352352,1,1,36793,2019-01-26 17:59:45.615284
14151042,1,1,49230,2019-01-20 17:03:16.858300
14195516,1,1,1052226,2019-01-21 18:04:07.241024
14408775,1,1,334102,2019-01-27 19:55:20.768009
14004001,1,1,1869464,2019-01-15 23:22:29.988101
14114362,1,1,1880767,2019-01-19 17:00:59.631165
14235198,1,1,342565,2019-01-22 20:05:30.521324
14239509,1,1,100055,2019-01-22 21:52:24.802494
14236487,20,1,1344412,2019-01-22 20:38:52.214742
13565551,1,1,118489,2019-01-02 21:18:29.905212
14296843,1,1,1500496,2019-01-24 22:17:49.956799
13808499,1,1,1222325,2019-01-10 14:40:32.031855
14319042,1,1,865549,2019-01-25 18:44:40.346948
14245748,1,1,58320,2019-01-23 01:14:54.214382
14341994,1,1,144914,2019-01-26 14:45:14.924614
14346203,1,1,1633031,2019-01-26 16:10:00.806244
13694205,1,1,60667,2019-01-06 19:03:14.501754
14440952,1,1,1154595,2019-01-28 16:49:04.331936
13583010,1,1,696,2019-01-03 15:50:34.051385
14362847,1,1,947844,2019-01-26 21:13:54.300953
14363679,1,1,1841522,2019-01-26 21:30:42.784916
14498251,1,1,1744,2019-01-30 16:23:39.920458
13804634,1,1,902087,2019-01-10 04:55:30.604247
13657761,1,1,29438,2019-01-05 20:51:35.846017
14120876,1,1,611338,2019-01-19 19:11:10.639564
13655941,1,1,1926267,2019-01-05 20:14:05.444838
14239422,1,1,31791,2019-01-22 21:50:03.641157
14325629,1,1,742753,2019-01-25 21:27:04.233079
14398118,1,1,1641790,2019-01-27 17:53:10.640776
14373791,1,1,531984,2019-01-27 02:45:55.927004
14137920,1,1,952337,2019-01-20 06:39:36.525401
14420305,1,1,613710,2019-01-27 22:23:31.968479
14310416,1,1,1660590,2019-01-25 15:06:21.489036
14155646,1,1,387622,2019-01-20 18:11:19.431086
14186147,1,1,15479,2019-01-21 15:08:00.097661
14344165,1,1,260304,2019-01-26 15:30:59.905281
13665123,1,1,1812824,2019-01-05 23:46:24.234482
14313877,1,1,1066139,2019-01-25 16:34:39.780192
14521915,1,1,1324154,2019-01-31 15:36:37.206749
14194775,1,1,787687,2019-01-21 17:49:58.139222
13655467,1,1,852889,2019-01-05 20:04:14.471565
13609593,1,1,4530,2019-01-04 13:58:27.913886
13796826,1,1,1854655,2019-01-09 22:11:07.517224
14349941,1,1,1957574,2019-01-26 17:16:43.658943
14190935,1,1,605323,2019-01-21 16:41:19.053089
14448848,1,1,737696,2019-01-28 19:48:17.066927
13655248,1,1,1921422,2019-01-05 19:59:34.329822
13695040,1,1,28806,2019-01-06 19:14:13.103767
14239996,1,1,260793,2019-01-22 22:03:59.766985
14242317,1,1,1791065,2019-01-22 23:05:50.982147
13672382,1,1,875634,2019-01-06 12:37:23.970443
14333422,1,1,890,2019-01-26 01:11:28.109953
14424422,1,1,237,2019-01-27 23:34:38.840443
14108592,1,1,221620,2019-01-19 14:59:03.496789
14272666,1,1,1562433,2019-01-24 00:15:15.153662
14300963,1,1,489,2019-01-25 00:24:43.101747
14362498,1,1,1517387,2019-01-26 21:06:49.596148
14224362,1,1,143206,2019-01-22 15:27:52.198261
13661584,20,1,87331,2019-01-05 22:14:30.236569
13657861,1,1,247349,2019-01-05 20:53:43.367079
13804125,1,1,1836853,2019-01-10 03:36:34.098182
13909025,1,1,173467,2019-01-13 15:42:15.019727
14353229,1,1,2025078,2019-01-26 18:16:05.359505
14286997,1,1,127828,2019-01-24 17:48:49.029006
13992689,1,1,1232842,2019-01-15 18:28:09.361236
14244869,1,1,2043030,2019-01-23 00:33:38.435397
14318373,1,1,1912939,2019-01-25 18:27:10.060491
14119187,1,1,930902,2019-01-19 18:38:11.837199
14266397,20,1,358028,2019-01-23 21:15:59.782130
14432792,1,1,21091,2019-01-28 13:05:00.514113
14061791,1,1,552010,2019-01-17 23:25:17.523226
13776449,1,1,517889,2019-01-09 02:24:19.087756
14354820,1,1,376173,2019-01-26 18:45:40.263393
13942363,1,1,163153,2019-01-13 23:24:34.425822
14223423,1,1,724235,2019-01-22 14:59:43.501607
14075515,1,1,1952863,2019-01-18 15:26:44.299167
14425890,20,1,1533766,2019-01-28 00:08:21.032696
14062163,1,1,1863834,2019-01-17 23:37:00.800294
14294966,1,1,128993,2019-01-24 21:27:35.688150
14380732,1,1,294702,2019-01-27 14:17:01.956409
13561883,1,1,953576,2019-01-02 20:03:03.985847
14124579,1,1,1315371,2019-01-19 20:29:53.736343
14163645,1,1,548021,2019-01-20 20:11:43.056903
14125434,1,1,1663074,2019-01-19 20:47:47.887697
13968958,1,1,1816288,2019-01-14 20:55:54.588771
14174447,1,1,887272,2019-01-20 23:28:13.198924
13605110,1,1,293252,2019-01-04 02:29:52.411953
14193702,1,1,313663,2019-01-21 17:31:00.772960
14316975,1,1,244049,2019-01-25 17:51:37.872898
14048235,1,1,90950,2019-01-17 17:43:21.167611
13608723,1,1,1539,2019-01-04 13:14:40.814876
14350762,1,1,356421,2019-01-26 17:30:57.247915
14123042,1,1,1085146,2019-01-19 19:56:41.875710
14203334,1,1,816198,2019-01-21 20:22:07.159382
13648869,1,1,1487901,2019-01-05 17:47:58.553211
13616822,1,1,1322402,2019-01-04 17:29:59.135448
13665902,1,1,642398,2019-01-06 00:11:17.354193
14449725,1,1,1327409,2019-01-28 20:08:33.738404
13991350,1,1,1617623,2019-01-15 17:52:01.409855
14295769,1,1,670922,2019-01-24 21:48:07.856757
14075753,1,1,928476,2019-01-18 15:32:37.000184
14364278,1,1,907409,2019-01-26 21:42:43.152644
14123821,1,1,1987130,2019-01-19 20:13:49.021724
14116337,1,1,1652003,2019-01-19 17:40:46.256696
13663192,1,1,1807746,2019-01-05 22:52:39.286575
14321218,1,1,1229125,2019-01-25 19:36:22.048328
14360691,1,1,379843,2019-01-26 20:31:56.580201
14450235,1,1,563466,2019-01-28 20:21:13.598073
13726055,1,1,1361115,2019-01-07 15:48:01.947074
14440269,1,1,26152,2019-01-28 16:33:06.531414
14236964,1,1,928476,2019-01-22 20:51:36.015873
14442029,1,1,437044,2019-01-28 17:14:06.381284
14145659,1,1,936608,2019-01-20 15:40:36.017269
14218270,1,1,259946,2019-01-22 03:20:22.163155
13597146,1,1,928476,2019-01-03 21:39:26.655924
13714192,1,1,771475,2019-01-06 23:50:43.155378
13860934,1,1,128,2019-01-12 01:16:35.851997
13712886,1,1,822803,2019-01-06 23:22:14.654463
14124144,1,1,922164,2019-01-19 20:20:38.337477
14316969,1,1,376063,2019-01-25 17:51:28.778396
13693048,1,1,1951807,2019-01-06 18:49:28.585885
14208657,1,1,928476,2019-01-21 21:56:55.454274
13971392,1,1,689108,2019-01-14 21:51:56.046399
14514508,1,1,753481,2019-01-31 02:22:15.520948
14156133,1,1,1146636,2019-01-20 18:19:03.545468
14198762,1,1,1925860,2019-01-21 19:02:07.067085
13901135,1,1,907,2019-01-13 12:19:11.192382
13622465,1,1,956893,2019-01-04 19:54:03.884188
14216881,1,1,753481,2019-01-22 01:41:46.639267
14123425,1,1,1721472,2019-01-19 20:04:12.649984
14376402,1,1,199025,2019-01-27 10:06:12.760822
13629989,1,1,950269,2019-01-04 23:16:16.499383
14152606,1,1,313368,2019-01-20 17:27:07.955985
14074866,1,1,1025573,2019-01-18 15:10:01.228264
13983961,1,1,237834,2019-01-15 14:05:12.488457
13659545,1,1,1760052,2019-01-05 21:30:04.234436
14404328,1,1,8325,2019-01-27 19:03:25.282679
14060723,1,1,1207375,2019-01-17 22:56:17.620507
13618962,1,1,535444,2019-01-04 18:26:15.694463
14320235,1,1,1718917,2019-01-25 19:12:56.100399
14270412,1,1,533296,2019-01-23 23:02:46.544197
14490573,1,1,629,2019-01-30 01:57:28.401578
13925996,1,1,928476,2019-01-13 19:30:18.376954
14079945,1,1,1176,2019-01-18 17:12:02.837436
13636840,1,1,1390392,2019-01-05 07:27:45.124877
14203318,1,1,360,2019-01-21 20:21:50.339651
13516253,1,1,148833,2019-01-01 00:01:16.067627
14265061,1,1,142734,2019-01-23 20:42:28.362552
14211974,1,1,2038188,2019-01-21 23:01:37.269063
14346874,1,1,40713,2019-01-26 16:23:09.914325
14352163,1,1,1927869,2019-01-26 17:56:33.902685
14124504,20,1,1203673,2019-01-19 20:28:24.264894
13848249,1,1,126756,2019-01-11 19:25:47.373029
14459612,1,1,612874,2019-01-29 00:23:52.641264
13870190,1,1,1987383,2019-01-12 15:17:37.245684
14422107,1,1,1359136,2019-01-27 22:51:42.840576
14343070,1,1,1190121,2019-01-26 15:08:23.245729
14070640,1,1,383405,2019-01-18 12:56:58.867244
14443257,1,1,1398991,2019-01-28 17:42:00.778849
14008820,1,1,816398,2019-01-16 03:10:22.641554
13567288,1,1,491623,2019-01-02 21:55:29.114315
14334838,1,1,636885,2019-01-26 02:20:55.538561
13655060,1,1,1935363,2019-01-05 19:55:58.345530
14254391,1,1,893726,2019-01-23 15:59:47.553177
13536492,1,1,34672,2019-01-01 22:02:06.521880
13600867,1,1,1827813,2019-01-03 23:20:33.911731
13657809,1,1,1285767,2019-01-05 20:52:39.774417
13944907,1,1,401847,2019-01-14 00:29:39.218714
13600334,1,1,352478,2019-01-03 23:03:45.591032
14360958,1,1,19275,2019-01-26 20:36:57.006334
13746709,1,1,1961301,2019-01-07 23:59:09.474032
13660405,1,1,133535,2019-01-05 21:48:29.427421
13945323,1,1,966218,2019-01-14 00:43:06.825966
13804598,1,1,20514,2019-01-10 04:47:04.981225
13662790,1,1,634,2019-01-05 22:43:03.550018
14150808,1,1,103113,2019-01-20 16:59:39.494105
14136784,1,1,893338,2019-01-20 03:36:55.144642
13921312,1,1,701628,2019-01-13 18:29:41.305817
13882907,1,1,1170305,2019-01-12 19:33:56.059646
14097232,1,1,770874,2019-01-18 23:42:40.487455
14238192,1,1,744919,2019-01-22 21:21:33.414005
13987890,1,1,1806116,2019-01-15 16:15:30.316093
14344865,1,1,890468,2019-01-26 15:44:41.509912
14340186,1,1,526775,2019-01-26 13:58:38.100218
13529122,1,1,1151,2019-01-01 19:07:09.758515
14222671,1,1,41241,2019-01-22 14:35:27.963523
13926077,1,1,98726,2019-01-13 19:31:13.915070
13709114,1,1,1506341,2019-01-06 22:16:05.953263
13757457,1,1,237704,2019-01-08 16:21:34.050105
14407035,1,1,1683416,2019-01-27 19:35:08.293104
14397662,1,1,509404,2019-01-27 17:47:59.839994
14236355,1,1,629899,2019-01-22 20:35:45.457059
14097809,1,1,1609983,2019-01-18 23:57:10.686772
14535744,1,1,29900,2019-01-31 21:33:44.595092
14114082,1,1,249165,2019-01-19 16:55:37.113127
13796093,1,1,1741039,2019-01-09 21:52:30.407054
14446942,1,1,43520,2019-01-28 19:05:12.826470
14154644,1,1,1996143,2019-01-20 17:56:25.959438
14077143,1,1,198121,2019-01-18 16:05:40.801511
14317308,1,1,150320,2019-01-25 17:59:46.560185
14008339,1,1,75138,2019-01-16 02:30:11.479462
14152909,1,1,367881,2019-01-20 17:31:59.957610
14242358,1,1,131507,2019-01-22 23:07:25.754211
14360713,1,1,56072,2019-01-26 20:32:21.187451
14116607,1,1,228458,2019-01-19 17:46:21.022319
14135173,1,1,1561056,2019-01-20 01:40:07.398554
14222089,1,1,1681,2019-01-22 14:14:11.686445
13662865,1,1,30169,2019-01-05 22:44:51.025199
14283035,1,1,1862091,2019-01-24 15:57:33.815564
14441599,1,1,1926267,2019-01-28 17:04:09.047789
14014765,1,1,614133,2019-01-16 15:20:55.285131
14009203,1,1,1309080,2019-01-16 03:52:12.500218
14169137,1,1,780873,2019-01-20 21:40:32.868158
14243633,1,1,370367,2019-01-22 23:46:46.719413
14470742,1,1,1436997,2019-01-29 16:09:20.545515
13963155,1,1,780873,2019-01-14 18:43:31.626942
14299117,1,1,780873,2019-01-24 23:21:44.182494
13907280,1,1,92985,2019-01-13 15:14:50.968172
13547586,1,1,145754,2019-01-02 14:37:00.153795
13933044,1,1,858052,2019-01-13 21:00:25.912808
14116440,1,1,339500,2019-01-19 17:43:04.075246
13766141,1,1,139575,2019-01-08 20:28:48.653688
13968157,1,1,1483977,2019-01-14 20:38:04.467568
13572967,1,1,166636,2019-01-03 00:28:05.990015
14122505,1,1,1585086,2019-01-19 19:45:27.878274
14004253,1,1,247973,2019-01-15 23:29:55.828647
13525500,1,1,531111,2019-01-01 17:38:52.465932
13649361,1,1,238762,2019-01-05 17:58:16.451638
13542115,1,1,174167,2019-01-02 02:01:59.420088
13680102,1,1,1523545,2019-01-06 15:51:59.897810
14232119,1,1,1960298,2019-01-22 18:50:07.162807
14158551,1,1,671775,2019-01-20 18:54:28.595519
14122415,1,1,469300,2019-01-19 19:43:27.027607
14243901,1,1,375802,2019-01-22 23:55:18.620944
14214439,1,1,1526051,2019-01-22 00:03:56.908190
13657103,1,1,711147,2019-01-05 20:37:13.131829
13701752,1,1,1909210,2019-01-06 20:38:33.772173
13836102,1,1,663596,2019-01-11 14:04:46.302498
14384370,1,1,1786531,2019-01-27 15:10:32.226287
13663334,1,1,332263,2019-01-05 22:56:12.300194
14359144,1,1,141712,2019-01-26 20:03:55.596634
13741588,1,1,30479,2019-01-07 21:50:45.893693
13999243,1,1,806931,2019-01-15 21:17:35.424700
14420578,1,1,832,2019-01-27 22:27:16.668549
14420345,1,1,1731840,2019-01-27 22:24:05.380749
13688759,1,1,385460,2019-01-06 17:53:19.182282
14212636,1,1,2038372,2019-01-21 23:17:32.043312
14454805,1,1,1627928,2019-01-28 22:07:39.357116
14438141,1,1,1290,2019-01-28 15:46:19.953735
14016012,1,1,427904,2019-01-16 15:58:31.904222
14237443,20,1,1082601,2019-01-22 21:02:46.139560
14144013,1,1,420881,2019-01-20 15:12:14.451832
14199021,1,1,1742100,2019-01-21 19:07:03.014594
14294424,1,1,142578,2019-01-24 21:12:42.031809
14340191,1,1,590229,2019-01-26 13:58:44.962603
13793736,1,1,99189,2019-01-09 20:49:13.240867
14138162,1,1,401574,2019-01-20 08:50:35.859150
13720185,1,1,256476,2019-01-07 06:45:55.528566
14365510,1,1,13807,2019-01-26 22:06:49.813359
13768019,1,1,617,2019-01-08 21:19:02.472081
14457261,1,1,1362,2019-01-28 23:11:38.503869
13855678,1,1,370097,2019-01-11 22:31:10.992118
14205997,1,1,80748,2019-01-21 21:07:52.835003
14167899,1,1,1025958,2019-01-20 21:19:45.573592
13784975,1,1,263364,2019-01-09 16:42:29.108559
14234561,1,1,78019,2019-01-22 19:50:50.472193
13545018,1,1,130696,2019-01-02 12:22:36.477932
14341424,20,1,73080,2019-01-26 14:32:20.388719
13773841,1,1,151071,2019-01-09 00:07:22.980403
14429928,1,1,1231718,2019-01-28 03:09:30.036304
14236257,1,1,179845,2019-01-22 20:33:10.943287
13598644,1,1,486401,2019-01-03 22:18:13.389763
14229718,1,1,41344,2019-01-22 17:48:43.044442
13628092,1,1,1183682,2019-01-04 22:20:57.519566
13700829,1,1,4481,2019-01-06 20:26:54.960974
14494007,1,1,389801,2019-01-30 13:45:37.112133
14258738,1,1,2310,2019-01-23 17:58:14.041399
13800433,1,1,1614206,2019-01-09 23:57:06.174110
13770084,1,1,176021,2019-01-08 22:12:05.618070
14295744,20,1,145645,2019-01-24 21:47:34.127996
13618194,1,1,1663074,2019-01-04 18:06:13.032628
14139773,1,1,1574405,2019-01-20 13:30:08.504894
13949901,1,1,1352,2019-01-14 11:42:21.847830
14290867,1,1,216120,2019-01-24 19:34:24.968285
14506357,1,1,1618185,2019-01-30 20:47:16.052594
13564945,1,1,1116,2019-01-02 21:06:05.865769
13518757,1,1,1253487,2019-01-01 11:41:48.940548
13571834,1,1,78197,2019-01-02 23:49:10.763385
13555246,1,1,152121,2019-01-02 17:45:15.873533
13950737,1,1,763494,2019-01-14 13:03:20.656325
13571804,1,1,1525631,2019-01-02 23:48:05.787632
14287551,20,1,73080,2019-01-24 18:03:23.170659
13713412,1,1,249962,2019-01-06 23:32:51.421877
14218585,20,1,357406,2019-01-22 03:56:19.481378
13542342,1,1,245090,2019-01-02 02:18:52.816384
14122113,1,1,129110,2019-01-19 19:36:56.232845
14327286,1,1,1418565,2019-01-25 22:08:45.648128
14332536,1,1,232029,2019-01-26 00:37:32.505777
14239003,1,1,1398,2019-01-22 21:40:07.944464
14411809,1,1,393056,2019-01-27 20:30:55.281732
13854866,1,1,1415,2019-01-11 22:10:14.175197
14399936,1,1,51997,2019-01-27 18:13:22.615680
14095032,1,1,330585,2019-01-18 22:48:54.872375
13803309,1,1,579800,2019-01-10 02:20:10.728356
14509348,20,1,138365,2019-01-30 22:24:29.857074
14366802,1,1,1691819,2019-01-26 22:35:19.962202
13662476,1,1,1916,2019-01-05 22:35:12.639761
13970659,1,1,1720252,2019-01-14 21:36:27.994351
14266936,20,1,962086,2019-01-23 21:30:36.586077
13923767,1,1,1522857,2019-01-13 19:01:09.848031
14195405,1,1,44806,2019-01-21 18:01:59.687304
13811965,1,1,1621822,2019-01-10 16:37:52.866637
14180124,1,1,6148,2019-01-21 04:23:57.714543
14298365,1,1,1171403,2019-01-24 22:59:46.259507
14441318,1,1,1506709,2019-01-28 16:57:25.352474
14140889,20,1,66545,2019-01-20 14:05:37.142597
14155892,1,1,76591,2019-01-20 18:15:19.944060
14340079,20,1,1564254,2019-01-26 13:55:24.714850
14226670,1,1,1181,2019-01-22 16:30:24.810425
13822360,1,1,613074,2019-01-10 21:30:53.744077
13777154,20,1,1226495,2019-01-09 03:31:03.608758
13965138,1,1,164583,2019-01-14 19:27:59.218789
13627956,1,1,1503829,2019-01-04 22:17:22.447541
13892549,1,1,1918299,2019-01-12 22:58:34.863980
14216122,1,1,385009,2019-01-22 01:02:31.990351
13880960,1,1,372,2019-01-12 18:55:19.819129
13802927,1,1,760719,2019-01-10 01:51:47.316276
13991239,1,1,486779,2019-01-15 17:48:48.976110
14420846,1,1,235799,2019-01-27 22:31:19.281228
13587506,1,1,68158,2019-01-03 17:46:06.472081
14448560,1,1,649841,2019-01-28 19:42:10.006178
13598757,1,1,37307,2019-01-03 22:21:02.119058
14193268,1,1,99136,2019-01-21 17:22:41.609064
14158267,1,1,732697,2019-01-20 18:50:10.572055
14354795,1,1,114873,2019-01-26 18:45:19.512262
13858602,1,1,36861,2019-01-11 23:50:43.917528
14483662,1,1,836751,2019-01-29 21:43:32.731979
13964964,1,1,1159,2019-01-14 19:24:12.584449
14422346,1,1,180399,2019-01-27 22:55:26.253171
13872167,1,1,500535,2019-01-12 15:59:37.339913
13602176,20,1,128565,2019-01-04 00:03:15.068056
13657396,1,1,273126,2019-01-05 20:44:16.984577
13524493,1,1,138752,2019-01-01 17:11:17.573387
14155847,1,1,482858,2019-01-20 18:14:36.339057
13547839,1,1,796910,2019-01-02 14:45:00.125401
14131416,1,1,1224084,2019-01-19 23:12:29.604293
13694719,20,1,681508,2019-01-06 19:09:46.290346
13703144,1,1,1792174,2019-01-06 20:55:57.166006
14301855,1,1,2051555,2019-01-25 01:02:48.998341
14251027,1,1,1530129,2019-01-23 14:09:54.546390
14402612,1,1,1232443,2019-01-27 18:43:58.048200
14177481,1,1,1818146,2019-01-21 01:10:27.585482
14149012,1,1,477460,2019-01-20 16:33:16.156585
14126976,1,1,1893969,2019-01-19 21:22:26.025224
14523326,1,1,1539,2019-01-31 16:13:10.078566
14239054,1,1,9728,2019-01-22 21:41:12.229283
14246336,1,1,66327,2019-01-23 01:50:25.262071
13656823,20,1,128578,2019-01-05 20:31:58.510963
13596276,1,1,1913697,2019-01-03 21:19:24.488387
14132063,1,1,1120079,2019-01-19 23:31:56.332330
13896577,1,1,320429,2019-01-13 01:16:27.925849
13596166,1,1,1536285,2019-01-03 21:16:12.682721
13574043,1,1,151071,2019-01-03 01:12:35.781526
13593798,1,1,60512,2019-01-03 20:17:06.104556
13519138,1,1,141152,2019-01-01 13:22:13.007657
14367565,1,1,96612,2019-01-26 22:53:20.622579
14114236,1,1,1350973,2019-01-19 16:58:28.051546
14310405,1,1,520861,2019-01-25 15:05:51.900669
14037664,1,1,591299,2019-01-17 04:18:45.294297
14508899,1,1,2013339,2019-01-30 22:09:33.044977
13741933,1,1,240534,2019-01-07 21:57:55.455978
13678567,1,1,143802,2019-01-06 15:27:48.556647
14237671,1,1,161275,2019-01-22 21:08:18.741734
14394086,20,1,963720,2019-01-27 17:07:35.369276
13618851,1,1,1948011,2019-01-04 18:23:47.651387
13828960,1,1,80047,2019-01-11 00:45:27.967016
13567850,1,1,516294,2019-01-02 22:08:20.438154
14114224,1,1,1308318,2019-01-19 16:58:19.905102
13740852,1,1,1688644,2019-01-07 21:35:32.156294
14114667,1,1,66544,2019-01-19 17:07:17.139058
14480239,1,1,101340,2019-01-29 20:11:58.519718
14456135,1,1,1509906,2019-01-28 22:42:38.066967
13794775,1,1,1683210,2019-01-09 21:18:03.496296
13530948,1,1,463576,2019-01-01 19:50:28.665188
14056066,1,1,1118,2019-01-17 21:03:40.893998
13818752,1,1,73444,2019-01-10 19:52:41.885635
13942162,1,1,537324,2019-01-13 23:20:32.291428
13667705,1,1,585,2019-01-06 01:25:48.318206
13557898,1,1,365166,2019-01-02 18:40:23.191610
13630329,1,1,1007406,2019-01-04 23:26:21.618158
14148187,20,1,70924,2019-01-20 16:20:26.298946
13653875,1,1,151535,2019-01-05 19:31:21.044839
14489406,1,1,89204,2019-01-30 00:47:45.530774
14457501,1,1,629306,2019-01-28 23:18:17.733754
14149029,1,1,206265,2019-01-20 16:33:40.612746
13860234,1,1,872491,2019-01-12 00:46:35.300016
13524568,1,1,964504,2019-01-01 17:13:23.670688
13706005,1,1,415457,2019-01-06 21:32:44.009378
13656791,1,1,1546793,2019-01-05 20:31:27.756677
14158195,1,1,1275723,2019-01-20 18:49:01.836247
14117950,1,1,7033,2019-01-19 18:12:50.688237
13525557,1,1,428563,2019-01-01 17:40:38.216632
13965033,1,1,1255,2019-01-14 19:25:43.008579
13799676,1,1,952438,2019-01-09 23:32:19.663720
14036412,1,1,557035,2019-01-17 02:18:11.404867
13583197,1,1,20909,2019-01-03 15:55:15.593175
13899183,1,1,4559,2019-01-13 03:56:20.881689
13920700,1,1,1761859,2019-01-13 18:21:33.936729
14235762,1,1,1007702,2019-01-22 20:20:16.704087
